text,id,product_quality,staff_service,queues_checkout,assortment_availability,store_cleanliness,other_problem
"Частый обман с ценниками. Рекомендую проверять цену в чеке и на полке, особенно утром перед работой или учебой. Складывается впечатление, что это сознательная позиция администрации.  Спешащие студенты не имеют времени на оформление возврата.",397827,False,False,False,False,False,True
"Самый ужасный магазин из всех Перекрёстков!!!  Запах отвратительный в магазине, хочется побыстрее уйти,  а не зайти .  Несколько раз заходили, и всегда стоит этот отвратительный запах!!! Ещё из минусов, что могут продать  рыбу свежемороженную уже не свежую, с душком . Проверяйте, нюхайте пока не заплатили. \nАссортимент товаров и продуктов  как и везде.",496183,True,False,False,False,True,False
"Самый грязный магазин сети Светофор, персонал хамский (стали свидетелями как парень-кассир оскорблял пенсионерку), на входе откровенная свалка, парковка вечно в лужах и грязи. В общем, грязь везде. Не рекомендую посещать брезгливым покупателям в чистой одежде.",440029,False,True,False,False,True,False
"Отказались продавать вино и даже фото паспорта принимать отказались. Итог 21-45 нигде я не умею ничего купить.  Понимаю законы есть законы, но вечер с девушкой испорчен, поэтому соответствующая оценка. Буду покупать теперь всё в Дикси рядом. ",223995,False,True,False,False,False,False
"Светофор неплох, если знать, что тебе конкретно нужно. Есть вполне хорошие продукты: некоторые виды консервации, джемы, творог и т.д.Персонал адекватный, расположение хорошее. Что плохо- то это огромные тележки, которые не проезжают иной раз по узким проходам",283375,True,False,False,False,False,False
"Магазин с просрочкой,дети  заходят из 5 школы в магазин,делают хорошую выручку,но крайне мерзкая продавщица их вечно гоняет и детям продает исключительно просроченное.",250971,True,True,False,False,False,False
"Считаю сеть мазинов ""Да"" достойной. За исключением этого магазина.  Поразил сервис. 19 мая пришел в магазин, обнаружил мясное изделие с нарушенной вакуумной упаковкой. Колбаса была темного цвета, товар испорчен, нарушена целостность упаковки. Как добропорядочный покупатель отнес это на кассу.\nДевушка администратор увидела колбасу и спросила: "" и что мне с этим делать?""\nЯ ответил, что нужно утилизировать такие продукты. При мне эту колбасу унесли в подсобку, дело закрыто. \nСегодня 23 мая 2023г на том же месте в общем лотке с мясными изделиями обнаружил ту же самую колбаску. Немного потемнела с нашей последней встречи. Снова понес ее на кассу, к тому же кассиру, молодому парню. Он сказал: ""о, та же самая?""\n""Наверное"" - ответил я \nВызвали девушку администратора, которая взяла эту колбасу, и спросила:\n-А что мне с ней делать?\n-утилизировать: ответил я\n-я не могу ее утилизировать \nИ без лишних комментариев удалилась с колбасой в подсобку. Наглость, неосведомлённость и безответственность данного сотрудника вызывают у меня возмущение. \nАдминистратора зовут Татьяна, блондинка.\nФото виновницы, которая попала на витрину 2 раза, после того как покупатель отнес ее на кассу и заявил, что это не должно лежать на прилавках прикладываю!\nИ фото в сравнении с нормальной колбасой с качественной упаковкой.\nПрошу принять меры и дать обратную связь",28089,True,True,False,False,False,False
"Как только приезжали в Клинцы - кафе было фактически место фаворит. Ехали всегда за пельменями и драниками. За 3 посещения в этом году - каждый раз разочарование. Драники не вкусные, пельмени пресные. Последний раз были 4 мая вчетвером. Из заказанного - жульен был супер сладкий (вопрос зачем туда Сахар и в таких количествах?), салат из баклажанов со страчетеллой - вкусный!, но хотелось бы чтоб был соус, уха - вкусная, драники из перебитой блендером картошки просто ужас (раньше на тёрке были супер вкусные) и заказывали 2 черных бургера - принесли обычные ХОЛОДНЫЕ бургеры! Официант Сергей (он же бариста, если не ошибаюсь в имени) после того как позвали и спросили в чем причина, просто на отвали сказал, что черных нет, есть обычные бургеры. А холодные - можем подогреть если хотите. \nПо какой причине, мы платим 100% стоимость блюда и даже не предупреждают, устроит ли нас, если принесут обычные бургеры вместо черных? Получается, что заказываешь кота в мешке. \nИ логично, что бургер приносят хотя бы теплый, но никак не ледяной. А вот картошка фри к бургеру была супер вкусной. \nРаботайте пожалуйста над качеством.",416456,True,True,False,False,False,False
"Магазин не плохой, чистый, хороший выбор товаров. НО месяц назад купили форель по акции - принесли домой, вонь жуткая! Перестали покупать рыбу. Сегодня купили филе бедра индейки-пришли домой-тухлое! Вонь на всю квартиру!!! Как так можно, продавать откровенно некачественный товар людям? В этот отдел ни ногой больше. Тем более, как ниже в отзыве написано, продавцов там или действительно не дождаться или работают как сонные мухи. ",141120,True,True,False,False,False,False
"Плюс один и он заключается в том, что больше здесь магазинов нет и все на этом!\nВернее один хозяин и два павильона: в центре села и на верхней улице! Наверху конечно магазинчик получше и продавец хорошая тетечка😊, а вот в центре работает хамка Марина! Вечно советует на свой вкус🤢🤮только нету у нее вкуса вообще! Обманывает людей и частенько недосчитаешься сдачи!☝️😤 детей обманывает! Просрочки много! Это конечно отдельная тема и оч печальная, ипешник экономит на всем! Все самое дешёвое закупает, а продает дорого!\nМы как дачники оч расстроены!  Раньше было куда лучше! \nКогда работала Ольга, было приятно зайти и даже поболтать, а с нынешней грымзой даже не хочется идти!😔🙅‍♀️",274405,True,True,False,False,False,False
"Очень грубые продавцы, как не зайлу в этот магазин постоянно негатив, работает до 22 на магазине написано, пришел в 21:45 как то, отказали в продаже, ну тогда еще переругался, но своё отстоял, сейчас пригёл элементарно за водой, которую хожу беру у них, в их же бутылках раз в 3 дня, мало того что в очереди отстоял минут 10 дак потом еще бутылка ей не понравилась, хотя это их и была бутылка, больше не ногой в этот ларёк, с очень грубым персоналом!",274945,False,True,True,False,False,False
"Всё очень дорого. Такое ощущение, что на рынок попал. Захожу только деньги в банкомате снять.",346361,False,False,False,False,False,True
"Редкостный ужас, несвежие соления, на вкус отврат, есть невозможно. 2200 в никуда. Могла бы поставить 0 звезд - с удовольствием бы так и сделала.  \nВ принципе, за нормальные шампиньоны одну и поставлю. Остальное - мрак. Никогда и ни за что больше не вернусь. Желание кинуть им все купленное на прилавок 🤮",341945,True,False,False,False,False,False
"Не мешало бы навести чистоту, сделать ценники на товар и отремонтировать территорию рядом с магазином!!!",216075,False,False,False,False,True,False
"Отличный выбор фруктов и овощей! Качество продукции превосходное!!! Но как можно оценить магазин положительно, если обслуживающий персонал не владеет элементарными правилами поведения? Уже не первый раз кассир пробивает не тот товар, который в корзине, а тот, что по цене дороже… Приходится каждый раз просить распечатать чек и потом стоять и изучать честность работы кассира. Нет в нас, к сожалению, культуры обслуживания… Печально.",226604,True,True,False,False,False,False
"Сама сеть конечно крутая.\nВсё свежее и вкусное.\nСвоё производство у них хорошее (хоть и дороговато).\nНу а теперь к самому интересному.\nПервый раз я столкнулся с таким непрофессионализмом.\nДелаешь заказ на дом, приезжает на 2 часа позже.\nПробовал самовывоз, опаздал на 2 часа сам, тоже не чего не собрано. А по итогу и продуктов уже нет.\nВ заключение скажу так. Сама сеть отличная, но конкретно этот магазин ужасен.",246890,False,True,False,False,False,False
"14 мая в магазине на ул. Савушкина, 119 делали покупки в том числе в отделе кулинарии. Сразу же в кафе при магазине решили перекусить. К сожалению, обнаружили плесень на корже одного из кусочков торта, большую часть которого съели. При чем по дате изготовления на чеке - все свежее.\nПерепугались ужасно. Не знаем на сколько это опасно для здоровья.\nПросим сделать проверку этого магазина, чтоб покупателям не попадалось подобное.",367414,True,False,False,False,False,False
"Ценники, не как не привыкну, товар-цена, а тут товар а цена в верху, сколько уже попадала, многие попадали.",373880,False,False,False,False,False,True
"Пару раз грузился молочкой. Странные ребята, никуда не торопятся. Очерёдность загрузки машин вообще логике не поддаётся, сначала грузят машины в ближайшие населённые пункты (например Бузулук и Самара), а потом в дальние. Я грузился на Екатеринбург, уехал уже ночью. После меня грузилась машина на Тюмень.",391322,False,False,False,False,False,True
"Заехала купить сигарет, спросила одну марку сигарет,не оказалось в наличии.Спросила какие есть,на что мне ответили ""Я вам чё,буду сейчас все перечислять?""Не рекомендую данный магазин.",214459,False,True,False,True,False,False
"Ценники расположены в хаотичном порядке.Приходится всматриваться и читать всю информацию,сверяя на товаре и на ценнике.Зачастую ценник не совпадает с ценой на кассе.",453553,False,False,False,False,False,True
"Нас вчера в этом магазине обманули:\nлишнюю позицию пробили того,что мы не брали.\nПоходу  кассир пробил себе ""подарок"" за наш счёт (туалетную бумагу -упаковку).\nБУДЬТЕ ВНИМАТЕЛЬНЫ НА КАССЕ!\nВместо двух позиций, три позиции пробили...мама без очков не увидела, обнаружили дома.\nМожно камеры поднять, чек есть... Знают, что вряд ли вернутся из-за 120 рублей.",490112,False,False,True,False,False,False
15 00 нёсмог сделать покупку с 5000рублей не нашли сдачу 4000 рублей. ,414059,False,False,False,False,False,True
"Почти всегда нет хлеба и часто нет молока, смысл ходить в этот магазин отпадает. Ассортимент остального не велик, на развес лучше заморозку не брать, очень низкое качество",207444,True,False,False,True,False,False
Внаглую и бессовестно обвешивают!!! Каждый весовой товар на 60-130г.\nРуководство магазина в ответ на жалобы на неправильный вес обещает провести разъяснительную беседу с продавцом))). Однако через некоторое время здесь снова продолжают обвешивать...\nТребуйте чек и требуйте включать контрольные весы!!! На них сразу же можете проверить вес товара.,326229,True,False,False,False,False,False
Вход всегда воняет мочой. Все желание что-либо покупать отпадает. ,183647,False,False,False,False,True,False
"Ужасный грязный магазин. Впечатление, что не работают холодильники. Товар обветренный, не свежий. Покупать его нет желания. Ассортимент оставляет желать лучшего.",178176,True,False,False,True,True,False
"Заходишь всегда темно и не очень чисто. Заходить в этот магазин не приятно. Живём рядом, а чаще ходим в другие магазины которые дальше.",113964,False,False,False,False,True,False
"Как не зайдёшь в данный магазин, воняет какой-то тухлостью. Оно и не удивительно для Спара!!! Тухлую курицу прогоняют на гриль, салаты скорее всего не всегда свежие, продукцию собственного производства я бы не советовал покупать. Купил капсулы для стирки, а они оказались просроченные на полгода и почти на год!!!\nТак как такая продукция по нормам закона стоит 0 рублей, магазины умышленно или не умышленно торгуют этим и зарабатывают деньги на невнимательных покупателях.\nБудьте внимательны при посещении данного магазина 🤔😱 \n",68974,True,False,False,False,True,False
"Здравствуйте! Я хочу пожаловаться на вашу службу доставки!\nОтвратительное обслуживание - вчера в 16:23 создал заказ на доставку (#22423671), заказ до сих пор не привезли. Деньги списали, на связь (по телефону, в чате приложения) не выходят. Это не в какие ворота не лезет!",18391,False,True,False,False,False,False
"После неприятного инцидента в магазине мое ноги там не будет. Администратор раздаёт видео съёмку с магазина кому попало и еще клевещет на покупателей ( без разбирательства). Что понравилось служба поддержки быстрого на мою жалобу отриорировала и извинились. Но осадок остался, очень не приятно. ",450398,False,True,False,False,False,False
"Персонал изменился, раньше *** была полная (речь про деректрису магазина) которая орала и материла детей. Стоим с друзьями выбираем шеколад, подходит начинает орать и выгонять, по историям некоторых знакомых там ценики на товарах и на кассе бывают разные.\n Кассы в машазине 3 штуки, роботают при этом в среднем 1-2 кассы.в магазине довольно грязно, но бывает более менее.\n Выбор увеличился но цены зашкаливают, прям как в ленте. Только в ленте чище и лучше что по выбору то и по качеству.\n Еда *** дорогая и не редко просроцена или испорчена. Например нет этикетки или помята.очереди большие только днем и вечером.\nЖиву рядом с этим магазином, туда хожу редко.",110991,True,True,True,False,True,False
"Раньше посещали чаще, ассортимент рыбы был на уровне. В данный момент ассортимент исчез, не посещаем.",94080,False,False,False,True,False,False
"Изначально магазин был среднего уровня. Уже давно маназине опустили на низкий уровень. Овощи, фрукты в прямом смысле гнилые или очень низкого качества, цены очень высокие для этого уровня. Остальные продукты то же на низком уровне по качеству и ценовой политики. В часы пик, выходные очередь доходит до Москвы, потому что принципиально работает одна касса и чтобы открыть вторую кассу нужно всем покупатель сильно по возмущаться. Покупал в этом магазине говяжье мясо в вакумной упаковке цена 1100р/кг, дома открыл упаковку, после чего  тухлый запах стоял в доме 3 дня. Покупал гранаты 165р/кг  крупные 4кг дома разрезал оказались все внутри белые прозрачные, гнилые. Покупал яблоки, то же оказались гнилыми и старыми. В этом магазине всё что упаковано в пакеты, покупать нельзя 80% гнилье. По утрам прилавки пустые, выставляют товар с подсобки после 10ч. А вот другие магазины ДА на баженова, мясищего там ситуация по лучше на 30%. Разница в ассортименте, меньше гнилья, меньше очередей. Супермаркеты ДА не рекомендую. Всем привет, Москва на проводе. ",43213,True,True,True,True,False,False
"Алкоголь вотка с под полы продают без лицензии, сигареты без лицензии,пиво просрочка бивает, продукты там их нет вовсе кроме Доширака какие там продукты кассы нет видимо все на канкулятори, когда налоговая их проверить будет , драки крики в ночью..",246141,True,False,True,True,False,False
"Небольшой магазин, но все что необходимо в целом есть. Единственный существенный недостаток - это сервис. В магазине работают 3 сотрудницы и одна из них регулярно со скрытой агрессией отвечает что она занята и раскладывает товар, у нее нет времени обслужить клиента. Я сначала подумала ну может случилось что-то, настроения нет, но это регулярное отношение к клиентам. Потом почитала отзывы и нашла аналогичный от апреля, в ответ на который магазин пишет что приложит все усилия для решения вопроса. Прошло 3 месяца, но все очевидно по-прежнему.\n2 другие сотрудницы всегда приветливы, спасибо им за это. Прикладываю скрин апрельского отзыва.\n",467439,False,True,False,False,False,False
"Не нравится магазин. Только кассиры там вежлывые. Там стало дорого, не всегда есть то что нужно, не удобная система накопления. Товары не всегда хорошие.",379898,True,False,False,True,False,False
"Являюсь клиентом уже несколько лет.  Всегда заказывала молоко и различную продукцию фермы на достаточно крупные суммы. Но , к сожалению, качество продукции испортилось. \nВ последний раз заказала товаров на 2500 р ( творог, молоко, ряженку).  Срок годности указанный на упаковке - 5 суток. \nВ начале четвёртых суток открыла творог и молоко на завтрак детям. Творог был с розовой плесенью. Молоко скисшее. \nНа мой вопрос представители фермы мне ответили , что скорее всего температура хранения была неподобающая ( хотя , в холодильнике температура соответствует указанной на упаковке).  \nПредставители фермы так и  не извинились. Предложили сделать Новый заказ и поменять молоко , если я его не успела выбросить ….\nКонечно, я больше не буду рисковать. \n« спасибо» за клиентоориентированность !!!!!!",407402,True,True,False,False,False,False
На прилавке цены одни а на кассе пробивают другие причём намного дороже!!!!! Фу просто позор обманывают людей,375301,False,False,False,False,False,True
"Обслуживание просто ужасное, на кассе «заместитель директора» прекрасно общалась по телефону забыв о том что она вообще-то на работе, дали пакет в который я положила чай конфеты и бутылку вина. как только я вышла из магазина и пошла к машине это пакет благополучно порвался в самом дне и  бутылочка вина разлетелась по всей парковке. Спасибо магнит за зря потраченные деньги нервы и время",146380,False,True,False,False,False,False
"За магазином не ухаживают, при входе ступеньки всегда в грязи, причем кусками, она валяется в некоторых местах, внутри магазина  не приятный запах каких то квашений , беру бутылку с водой с нижних полок , она все в пыли , руками потом не до одежды не до сумки касаться не хочется ",15286,False,False,False,False,True,False
"Продукты старые, невкусные, магазин неухоженный. Продавцам нет дела до покупателей,  они просто отбывают свое время за прилавками. Никогда не хожу, никому не рекомендую.",301751,True,True,False,False,True,False
"Сегодня, вечером зашли, один кассир был на кассе обслуживал клиентов, вторая вымыла пол, подошли хотели спросить.  Муж говорит,можно спросить.Грубой форме ответила,. Нет нельзя я уборщица вопросы не принемаю. Разве так обращается с клиентами. Персонал ужасный, особенно женщины хамки, грубиянки. Как будто бесплатно у них спрашиваешь, не довольно отмечают на вопрос ",213176,False,True,False,False,False,False
"Надежда не помню отчество, очень не приветливая женщина,совсем не в интересах покупателей и даже не в интересах корпорации Маяк.Как я поняла она старший толи продавец,толи директор.Как минимум тысяч десять выручки в тот день они потеряли своим безразличием и ненавистью к людям ,покупателям!!!На кассе Наталья с темным ,длинным волосом,вообще людей видимо терпеть не может. Вообщем выражение  покупатель всегда прав ,видимо даже такого выражения не слышали!!!Приехали три семьи за продуктами ,после инцидента на кассе с Натальей , чьё имя мы приблизительно ,кое как выяснили.Сама Наталья всячески скрывала своё имя! Ни одного бейджа мы на них не увидели! Представляться они не собирались,хотя я спрашивала у кассира на прямую! Охрана ребята молодцы! Спасибо что работая с такими озлобленными женщинами,мужчины остаются нормальными людьми!!! Осадок о магазине не приятный остался,никогда туда больше не поеду!!!",403842,False,True,False,False,False,False
"Неоправдано завышают цены но не сильно поэтому лучше заранее закупиться не доезжая до больницы,хотя и тут можно это сделать с минимальными переплатами",52290,False,False,False,False,False,True
"Грязный и слабый по выбору магазин, порой бывают выгодные акции и неплохие товары в молочном отделе и винном",72444,False,False,False,True,True,False
"Хаотично разложен товар, медленное обслуживание, не очень вежливый персонал 🤷‍♂️",358151,False,True,False,False,False,False
"Очень мало деревьев, напоминает автостоянку , а не кемпинг, вода в душе холодная, на теплую даже нет намека.",323460,False,False,False,False,False,True
"Очень недовольный персонал, что к ним заходят по покупатели. Особенно старший продавец женщина блондинка лет 45-50, небольшого роста. Совершил сегодня покупку питьевой воды 1,5 литра под маркой АМ, выкладка прямо у кассы, замечание почему разорвал упаковку, хотя в упаковке было четыре бутылки из шести. То есть, начатая упаковка. На любых покупателей смотрит с презрением, как хронических алкашей, хотя большинство алкоголь вообще не покупает. Слова приветствия вообще персонал не знает. Кто набирает в сеть таких сотрудников советской торговли?",9329,False,True,False,False,False,False
"Плохое качество, постоянно работает одна касса, примите пожалуйста меры\n",407942,False,False,True,False,False,False
"Дорого, \nНарушение условий хранения продуктов, \nЧастенько отзывы в группе ЖК что просрочка и тд. \nНо Из-за отсутствия сеток спрос у них есть",162941,True,False,False,False,False,False
"Мне не нравится цены дорогие и покупатель один раз не захотела мне продавать. Типо покупаю я чипсы они стоили 68 но на ценнике прям только показано было 50 руб я прочитала и всё было вточь в точь. Я подошла к кассирше она с вас 68 руб. Я говорю , но как там же 50 руб я такая ну ладно  оплачу картой я задумалась  блин это же мамина карта сказала не покупать чипсы и всякое такое. Я сказала давайте лучше наличкой она сказала я тебя больше обслуживать не буду . Поэтому я ушла",475411,False,True,False,False,False,False
"Ужасный магазин , сотрудники холатно относятся к всему , сотрудницу завут Анастасия грубо общащаться с клиентами , за товаром не следит , приписывает цены что бы были дороже, мат через каждое слово \nНе советую туда больше идти \n",390758,False,True,False,False,False,False
"Отличные магазины на -1 этаже и перекусить есть выбор, очень вкусно и приятно отдохнуть в ресторане  Пловмания. Но всё приятное впечатление портит женский туалет, на постоянной основе ни в одной  кабинке  нет бумаги. Я поднялась на 3 этаж там такая же ситуация с бумагой. Скорее всего Администрации до этого дела нет.",231650,False,False,False,False,True,False
"Отвратительный магазин! Сторона доставку, что так. \nРаньше работали русские ребята, чистота, порядок, всегда ответят на вопросы. Последние пару лет просто невозможно-сотрудники не то что не говорят по-русски, они не понимают ни слова! На кассах хамло (не все). \nБеспорядок на полках, просрочка… \nПо доставке вообще ужас- 2 часа собирали заказ, а потом в последние минуты ожидания отменили его! \nВ этот раз вынуждена была сделать заказ через Яндекс- магазин час собирал заказ на несколько позиций! \nВообщем, там полный бардак!",363887,True,True,False,False,True,False
"Кассиры грубые, вместо того что бы вежливо попросить паспорт (как это делают в пятёрочке в КБ, и в принципе во всех других магазинах) во первых просто молча подкатывают глаза, а на вопрос "" паспорт что ли показать??"" В ответ ""ну Конечно!"" Не понимаю чё так грубить, еще и в след чё то бухтят.... И моя жена неоднократно мне говорила что очень грубый персонал... вобшем и целом не ходим мы туда и друзьям родным знакомым не советуем, лучше перейти дорогу и сходить в пятерочку",425922,False,True,False,False,False,False
"Продавец отказалась принимать наличные скидочной картой сославшись на непонятную причину, внятного объяснения так и не получил.",184810,False,True,False,False,False,False
"Продукция не соответствует заявленному, многое совсем не вкусно",46661,True,False,False,False,False,False
"Купила 27 мая стейки нерки. Один был нормального качества, 2 были непригодны для еды, торчали крупные кости, внутри были сгустки, пришлось выбросить. При покупке было не видно, видно стало после разморозки. Очень разочаровал меня магазин, раньше была о нем хорошего мнения.",221113,True,False,False,False,False,False
Вот такой красавец на прилавке был замечен 09.07.23,114236,True,False,False,False,False,False
"Перекресток г.Реутов, ул.Южная 10, ТЦ Курс. Возмущает развязанность и хамство охранников. Набрали дагестанцев. Форму не соблюдают, бейджев нет. Слоняются целыми днями по ТЦ. У входа в ТЦ пристают к женщинам.",327185,False,True,False,False,False,False
"Узкие проходы, ассортимент и цены не воодушевляет, так же продают несовершеннолетним алкоголь и сигареты не спрашивая паспорт, так же по ночам торгуют алкоголем",165549,False,False,False,False,False,True
"Всё хорошо, Но случился инцидент. Вчера я покупал напиток Frash Bar (сильно газированный напиток, НЕ ЭНЕРГЕТИК) мне его продали. Прихожу сегодня другой продавец мне его не продал и сказал, что это энергетик. Исправляйтесь",189949,False,True,False,False,False,False
"В этот Светофор мы ходим только для того, чтобы купить наполнитель для кошачьего туалета. Я беру 10 кг древесного за 100 рублей и 5 кг комкующегося за 40 рублей. Это самые низкие цены по городу на наполнитель, а качество хорошее. В остальном магазин просто ужасный, там почти нет света, грязно, неубрано, за состоянием товаров никто не смотрит, всё свалено в одну кучу, фрукты продают несвежие, битые, на полу грязно, рассыпана земля, многие упаковки товаров вскрыты. За порядком никто не следит. \nТесно, каталки неудобные.",475536,True,False,False,False,True,False
"На расфасованных кондитерских изделиях стоит дата производства, даты конца срока годности нет. Управляющая магазином сказала срок годности 2-3 недели. На вопрос ответить более точно сколько срок годности, в хамской манере сказала не хотите не берите.\nТакого скотского отношения к покупателю я не ожидал. Не советую данный савдеповский магазин. ",434976,False,True,False,False,False,False
"Худшая лента во всей сети! Просто отвратительный магазин. На входе тележек для товара нет, а нам нужно было взять 2 ящика пива. И это не потому что в магазине было много народу и тележки разобрали, нет. Их просто штуки две на весь магазин. Две тележки, КАРЛ, на огромный магазин. Окей, ладно, вышли из ситуации и взяли две катающиеся корзинки, но дальше-больше. Ящики пива мы не нашли, решили спросить у консультантов. Минут 5-7 ушло на то, чтобы по всему магазину найти консультанта, их тупо нет в зале, как и тележек на входе)) Через какое то время мимо нас прошел консультант мужчина, к которому был адресован вопрос «где можно взять ящики пива», на что мы услышали замечательный ответ «не подскажу, не знаю». ЧЕГО???? Тогда напрашивается вопрос, что ты тут вообще забыл. Окей, ищем другого консультанта, а это опять тот еще квест. Нашли, спрашиваем про злополучные ящики пива, женщина-консультант отводит нас к первому консультанту, с которым мы уже имели «счастье» пообщаться, он, слыша опять наш вопрос про ящики, тупо орет «у нас ящиков нет». \nЧувак, ты же только что ничего не знал! Ну в общем мы услышали все, что нужно и покинули данный магазин. Впечатление мягко говор не айс, конкретно в эту ленту мы больше ни ногой",182593,False,True,False,False,False,False
"Долго думала, оставлять отзыв или нет, но все же решилась.  Вдруг кому-то будет полезен. 30.06.2023 мои муж и сын вечером съели еду,  купленную в Табрисе. К утру 01.07 у обоих началась рвота, диарея, затем в течение дня подскочила температура. Последствия ощущались ещё неделю. У сына температура держалась в общей сложности 5 дней. Со мной все было в порядке, хотя я тоже ела еду оттуда. Обращаю внимание, что каждый ел своё, у нас не было повторяющихся блюд. Не знаю, что там творится. Отдых был испорчен.  Готовая еда в Табрисе - это лотерея. Особенно опасна для детей! И да, в море в тот день мы не купались, воды в бухте не хлебали, больше нигде, кроме Табриса, не ели. ",445734,True,False,False,False,False,False
