,address,name_ru,rating,rubrics,text,is_grocery,id,len,product_quality,staff_service,queues_checkout,assortment_availability,store_cleanliness,other_problem
1122,"Чувашская Республика, Шумерля, улица Щербакова, 61А",Магнит,1,Магазин продуктов;Магазин хозтоваров и бытовой химии;Супермаркет,"Ужасный магазин. \n👉Цены на полках отличаются от тех, что на кассе. \n👉На некоторые позиции вообще отсутствуют.\n👉В морозильниках бардак: товар весь перемешан, нужный так и не нашли.\n👉Продавцы не за что не отвечают.\n👉Администратора нет. \n👉Возврат денег производят в трёх-дневный срок. \nНе рекомендую ходить в этот магазин, только время зря потеряете.",True,265223,354,False,True,False,True,False,True
1123,"Самарская область, Тольятти, Молодёжный бульвар, 3",Красное&Белое,1,Магазин алкогольных напитков;Магазин продуктов,"персонал не заинтересован в качественном обслуживании...при мне девушка покупала товар, а свою собаку посадила среди продуктов на прилавок- прямо перед кассиром.Кассир ничего необычного в этом видимо не видит, ни о каких санитарных нормах им не известно.Главное продать товар!Жесть!",True,265270,282,False,True,False,False,False,True
1124,"Краснодар, улица Юннатов",Удача,1,Магазин продуктов,"Круглосуточный магазин ни разу не круглосуточный. Продавец выходит на уборку территории, и в это время не обслуживает клиентов. Но это ладно: тут проблема руководства. Почему прилежащую территорию убирает продавец, а не уборщик - мне не понятно. Но ведь продавец еще и хамит. Это уже за гранью. ",True,265335,295,False,True,False,False,False,False
1125,"Московская область, Сергиев Посад, улица Дружбы, 9А",Красное&Белое,1,Магазин алкогольных напитков;Магазин продуктов,Сотрудники супер работает обслуживает быстрей я довольная продукта очень качественная ценники тоже устраивает мне полностью недорого карманная главное фрукты мне нравится,True,265352,170,True,True,False,False,False,False
1126,"Санкт-Петербург, улица Коллонтай, 30, корп. 1",Фермер,1,"Магазин продуктов;Магазин овощей и фруктов;Магазин мяса, колбас","Грязно, оплаты картами в большинстве случаев естественно нет, ассортимент унылый, вонь в помещении жуткая от свежей рыбы (хотя вряд ли она свежая)",True,265379,146,True,False,False,True,True,False
1127,"Тульская область, Новомосковск, улица Трудовые Резервы, 33Б",Перекресток,1,Супермаркет;Магазин продуктов,"Доставка из этого магазина просто ужасная, точнее её даже нет. Магазин находится от квартиры через дорогу, не было возможности поехать туда, заказали доставку, ждали целый час, все было написано заказ создан и тишина. Писали в тех поддержку нам ответили нет курьеров. Ну если вы не доставляете  по данному адресу зачем тогда вообще писать что есть доставка? В итоге остались без доставки. Не кому не советую с этого магазина доставку заказывать ничего  не доставят! ",True,265389,466,False,False,False,False,False,True
1128,"Ленинградская область, Тосненский район, Фёдоровское городское поселение, деревня Аннолово, Центральная улица, 24",Рыба,2,Магазин рыбы и морепродуктов;Магазин продуктов,"Летом 2022г копченая рыбка была свежая, хорошо продавалась-быстро привозили свежую.. зимой привозы стали реже и как результат- рыба не очень свежая.. но для меня стало шоком когда одна из продавщиц обманула по цене и пробила вяленую рыбу с совсем другим названием по более дорогой цене! К сожалению я чек посмотрела только дома и смысла не было ехать предъявлять.. поэтому всем советую проверять чеки не отходя от кассы если уж покупаете в этом магазине!!",True,265856,455,True,True,False,False,False,True
1129,"Санкт-Петербург, Петергофское шоссе, 88, корп. 3",Магнит,2,Магазин продуктов;Магазин хозтоваров и бытовой химии;Супермаркет,"Здравствуйте,руководство сети Магнит.Обратите пожалуйста внимание на ваш Персонал! Конкретно ,по  адресу  Петергофское  шоссе 88/3.Девчата все отзывчатые на 5+,в магазине всегда  всё есть .Огромный минус -касса хромает(нет  на месте квалифицированных  сотрудников) В залах чисто,наименование удвл.,персонал норм.",True,265877,312,False,False,True,False,False,False
1130,"Республика Карелия, Петрозаводск, улица Правды, 38Б",Мини Лента,1,Магазин продуктов,"Одна просрочка,выбора нет,коллектив ужасный,цены выше чем везде.",True,266142,64,True,True,False,True,False,False
1131,"Москва, Рублёвское шоссе, 48/1",EUROSPAR,2,Супермаркет;Магазин продуктов,"Ездим каждую пятницу, и сегодня 03.02.23 приехали как обычно. Хороший магазин, что то дорого, что то дешевле, чем в других супермаркетах. Ко многим моментам можно привыкнуть, принять, понять, закрыть глаза, но сотрудники магазина из республик - ЭТО НЕ ЧТО!!! Мало того что-то там бубнят, гыр-мыр, каменные лица, вечно чем то недовольны, такое ощущение что я пришел к вам в магазин и вам уже должен или чем то обязан.  Нельзя таких ставить на прямой контакт с клиентами, простоял ровно 5 минут у колбасной витрины, из клиентов мы были одни, я обратился к 2 -м ""дамам"" (Диля и Чынара) - обслуживаете? Молчат, даже ухом не повели, я спросил 2-й раз, повернули голову и опять делают вид ""бурной деятельности"", пока прилично не повысил голос, обслуживать нас они не собирались.\nДругое дело в отделе готовой еды, на островке, и здрасте, и пожалуйста, может еще или много положила, досвидание, и приятного аппетита, и всего 2 руки а работает как 4, при этом видно что женщина уже к вечеру устала, но улыбка всё равно присутствует. И спасибо что на кассы посадили местных кассиров, также были негативные истории до этого.",True,266203,1114,False,True,False,False,False,False
1132,"Москва, Нагатинская набережная, 14, корп. 1",Красное&Белое,2,Магазин алкогольных напитков;Магазин продуктов,"Неудобно ходить по узким проходам. Часто нет, то что хотели купить. И мусора от магазина по району, ну очень много. Все мусорки на детских площадках забиты бутылками и упаковками от чипсов. И распивают там же, на площадке с настольным теннисом, которая впритык к детской. И часто ходят пьяные.",True,266262,293,False,False,False,True,True,True
1133,"Тамбовская область, Мичуринск, Советская улица, 307",Золотой ключик,2,Пекарня;Кафе;Магазин продуктов,"Еда средняя. Почему не предусмотрена посуда, если хочешь поесть в кафе еду кладут в пластиковый контейнер, который надо покупать, даже пирожные. Если помещение называется кафе ,то должна быть предоставлена и посуда или назовите это заведение кулинария и уберите столы. Персонал не очень приветливый, как будто одолжение делают.",True,266611,327,False,True,False,False,False,False
1134,"Кемерово, проспект Ленина, 70",Океан,1,Магазин рыбы и морепродуктов;Магазин продуктов,"Зашла в магазин хотела купить терпуга, по акции. Показываю какие мне нужно взвесить, на что мне было сказано, у них это не пройдет. Какую я вам сама  выберу, ту вы домой и понесете. Такого я не видывала, даже в деревенском сельпо. Осталась без рыбы. Первый и последний раз заходила в этот магазин. ",True,267195,298,False,True,False,False,False,False
1135,"Москва, улица Гарибальди, 23",Перекрёсток,2,Супермаркет;Магазин продуктов,"Хороший магазин, являюсь постоянным покупателем. Часто пользуюсь возможностью отдохнуть от покупок в кафе, которое прямо в магазине,  но в последнее время - это невозможно сделать, так как оно оккупировано молодежью, которая занимает большую часть столов, не отказывает себе в возможности разговаривать громко и матом, курить  электронные устройства и скакать между столами.  Это ужасно, охрана и сотрудники ничего с этим не делают. На замечания - реагируют хохотом и хамством.",True,267304,477,False,True,False,False,False,True
1136,"Ставропольский край, Шпаковский муниципальный округ, Михайловск, улица Пушкина, 41/1",МКС,1,Молочный магазин;Магазин продуктов,"Вот вроде бы магазин молочный, вот макароны там есть, пиченье там есть даже чай там с кофе есть а вот творога и масло сливочного нету. Даже подсолнечное масло там есть",True,267403,167,False,False,False,True,False,False
1137,"Нижний Новгород, улица Коминтерна, 105",EUROSPAR,2,Супермаркет;Магазин продуктов,"Магазин хороший, выбор большой, бываю в нём практически ежедневно.\nВсегда вежливое обслуживание.\nНо сегодня мне не повезло - купила молоко, пришла домой и обнаружила, что оно прокисшее. И первый раз за всё время мне пришлось пообщаться с администратором по поводу возврата - это кошмар! Она сбежала от меня, как только я к ней обратилась, 15 минут я её ждала, потом пошла к кассиру, попросила её позвать, но как только я отошла к кассиру, администратор нарисовалась на своем месте (ощущение, что терпение моё проверяла, в надежде, что уйду). Не разговаривает вообще, занимается чем угодно, только не моей проблемой. Что это за администратор, который с людьми общаться не может?!? Вообщем отношение администратора сильно испортило впечатление о магазине.",True,267583,755,True,True,False,False,False,False
1138,"Республика Мордовия, Саранск, проспект 70 лет Октября, 65А",Птица,1,Магазин продуктов;Яйцо и мясо птицы,"Персонал наглый, продукты бывают просроченными, а то и тухлый. Ходят кошки, везде лазают . Персонал очень медленный, отношение халатное, обманывают на кассее...",True,267602,160,True,True,False,False,False,True
1139,"Москва, Минская улица, 5",Дикси,2,Супермаркет;Магазин продуктов,"Тесное помещение из-за этого и скудность выбора.\nКассир один, постоянно очередь. Ассортимент для данного магазина неплохой и цены весьма демократические.",True,267830,154,False,False,True,True,False,False
1140,"Москва, Алтуфьевское шоссе, 95",Перекрёсток,2,Супермаркет;Магазин продуктов,"Унылый, не современный. Ощущение, словно находишься не в московском Перекрестке, а в каком-то провинциальном магазине. На кассе не дают чеки, входные двери неудобные",True,267875,165,False,False,False,False,False,True
1141,"Москва, Пролетарский проспект, 19, корп. 3",Магнит,1,Магазин продуктов;Магазин хозтоваров и бытовой химии;Супермаркет,"Не советую в этом магазине покупать овощи на развес. На днях взяла пакет огурцов. На кассе пробили 1,98 кг, дома взвесила - 1,2 кг. Или огурцы по дороге усохли или меня кассирша обвесила аж на 800 грамм. ",True,268064,204,True,True,False,False,False,False
1142,"Удмуртская Республика, Ижевск, Зенитная улица, 1",Магнит,2,Магазин продуктов;Магазин хозтоваров и бытовой химии;Супермаркет,"Грязно. Есть просрочка на прилавках. Хочу обновить впечатление. После ремонта очень изменился, стало чисто, уютно. Персонал менялся, но наконец задержались на постоянку хорошие люди. Недавно стали появляться опять новые сотрудники и не самые лучшие. На кассе 3 покупателя с полными корзинками. Вторая касса свободна. Подходим к ней, а кассир перед носом выставляет табличку ""касса не работает"". На лице довольная улыбка, нагадила и счастлива. Не стали возмущаться, ушли на полную кассу. Стоимость, ждем. Фоном вынуждены слушать разговор сотрудников, обсуждающих личные проблемы. Отвратили на долго. Уж лучше в 5 сходим. Обращаюсь к руководству, наведите порядок.",True,268069,662,True,True,True,False,True,False
1143,"Архангельская область, Котлас, улица Маяковского, 25/1",Магнит,2,Магазин продуктов;Магазин хозтоваров и бытовой химии;Супермаркет,"Персонал доброжелателен, в основном. Помогают, если что-то не можем найти самостоятельно. Разнообразие товаров, как, впрочем, и везде сейчас. \nРаздражает недвигающаяся лента на кассе. На вопрос почему она не работает, кассиры неизменно отвечают ""Не знаю"" 🤷‍♀️ И жутко раздражает практически постоянная очередь в кассу - только когда стоит уже человек 8-10, открывают вторую кассу.",True,268192,381,False,False,True,False,False,False
1144,"Ростов-на-Дону, микрорайон Западный, улица Жмайлова, 4/2",Магнит,1,Магазин продуктов;Магазин хозтоваров и бытовой химии;Супермаркет,"Постоянная просрочка, несоответствие ценников и товара , никто там работать не спешит, сидят себе на кассе видео ролики смотрят , супер что сказать",True,268230,147,True,True,False,False,False,False
1145,"Ростовская область, Новочеркасск, Платовский проспект, 130",Магнит,1,Магазин продуктов;Магазин хозтоваров и бытовой химии;Супермаркет,"Ужасный персонал, который не в силах даже поздороваться, всегда огромные очереди и одна касса, совместной оплаты нет, бывает просроченный товар, худший магнит города",True,268298,165,True,True,True,False,False,False
1146,"Пермский край, Краснокамск, Шоссейная улица, 29к3/1",Светофор,2,Магазин продуктов;Супермаркет,"Ужас, мясо в холодильниках лежит зелëное уже",True,268326,44,True,False,False,False,False,False
1147,"Москва, Нижегородская улица, 25",Дикси,1,Супермаркет;Магазин продуктов,"Оставили без продуктов и денег! Заказала доставку в 20ч.Написали,что привезут в 22.40,потом в 23.04.(магазин работает до 23),в итоге утром списали деньги,позвонил доставщик в 11 утра,я уже была на работе в другом городе!Сказала,что приеду вечером теперь,но заказ аннулировали и деньги не вернули,даже не извинились!Сказала""Наталья"",что заказы поступающие после 8 вечера,переносятся на следующий день!На мой вопрос ,где я могу об этом получить информацию?,вежливо указала мне ожидать деньги в течение  10(!) дней!!!!Зачем вы списали с карты деньги на следующий день?!Дорога ложка к обеду!В итоге;Ни еды,ни денег,ни извинений(да уже и не надо)+испорченное настроение.Не надо мозолить людям глаза ""быстрой доставкой""Ни на одно обращение в службу поддержки не получила ответ.Стыдно так работать,уважаемые гости столицы",True,268381,814,False,False,False,False,False,True
1148,"Москва, Нижегородская улица, 25",Дикси,0,Супермаркет;Магазин продуктов,Отличный чистый магазин! Персонал вежливый!!!,True,268382,45,False,False,False,False,False,False
1149,"Москва, Измайловский проезд, 9, корп. 2",Красное&Белое,1,Магазин алкогольных напитков;Магазин продуктов,"Отвратительный сервис!\nКонсультанты не знают, что продают. \nСпросила, какие есть розовые полусладкие вина — консультант просто начал ходить и рассматривать бутылки. Сначала сказал, что есть всего несколько видов, потом сказал, что вообще ничего нет. Я спросила, знает ли он, что продает, а он ответил «да я вообще ничего не знаю»\nЭто нормально вообще?",True,269422,354,False,True,False,False,False,False
1150,"Московская область, Мытищи, Юбилейная улица, 6",Бристоль,1,Магазин алкогольных напитков;Магазин продуктов;Магазин табака и курительных принадлежностей,"Пока одна сотрудница 10 минут пробивает на одной кассе, остальные четверо сидят рядышком и отдыхают, смотря на очередь которая уже образовалась до дверей :) зашла сюда один раз в жизни и больше не приду :) ",True,269972,206,False,True,True,False,False,False
1151,"Санкт-Петербург, Пушкин, Железнодорожная улица, 40/1",РосАл 24,1,"Бар, паб;Магазин продуктов;Магазин алкогольных напитков","Очень грубая отношения с доставщиками когда можно вежливо объяснить, но нет обязателньно грубость,не знаю кем себя возобновила",True,270082,126,False,True,False,False,False,False
1152,"Московская область, Сергиев Посад, Воробьёвская улица, 58",Дикси,1,Супермаркет;Магазин продуктов,"Сегодня меня накололи со сдачей на 2 тысячи рублей. Кассиры ничего не знают, управляющей нет, звоните на горячую линию и всё в таком духе. На горячей линии тишина. Я пишу в прокуратуру.",True,270262,185,False,True,False,False,False,True
1153,"Московская область, Сергиев Посад, Воробьёвская улица, 58",Дикси,1,Супермаркет;Магазин продуктов,"Все очень плохо. Касса почти постоянно работает одна, очередь продвигается крайне медленно. В магазине постоянно стоит вонь, грязно.",True,270263,132,False,False,True,False,True,False
1154,"Нижегородская область, Дзержинск, проспект Циолковского, 20",Авокадо,1,Магазин продуктов,"Грязный магазин, без ремонта, ужасное освещение, как в подвале. Ассортимент товара  оставляет желать лучшего. Зато новая вывеска. Фасад обновили, а внутри... Сельпо.",True,270456,165,False,False,False,True,True,False
1155,"Московская область, Электросталь, проспект Ленина, 1Б",Красное&Белое,1,Магазин алкогольных напитков;Магазин продуктов,"Маленький зал, много людей в нетрезвом виде, в проходе и одному то тесно, товар в проходе, как бедный персонал делает выкладку товара и успевает следить за таким контингентом людей.? Персонал отличный.",True,270906,201,False,False,False,False,False,True
1156,"Московская область, Можайский городской округ, деревня Ямская, Ямская улица, 1А",Дикси,1,Супермаркет;Магазин продуктов,"Администратор хамка, хамит покупателям не отходя от кассы просьба руководства разобраться с персоналом , от такого отношения посещать этот магазин нет желания . ",True,271472,161,False,True,False,False,False,False
1157,"Москва, проспект 40 лет Октября, 22",Чижик,2,Супермаркет;Магазин продуктов,"Работает одна касса, очередь через весь магазин ,если работают все кассы то очередь не уменьшаются потому что кассиры  очень плохо и медленно делают свою работу, правда есть и хорошие кассир один  максимум два",True,271631,209,False,True,True,False,False,False
1158,"Санкт-Петербург, территория Авиагородок",Продукты,1,Магазин продуктов,"В магазине, как в сарае, качество товаров весьма сомнительное, цена в среднем на 40-50 % выше, чем в сетевых магазинах. Дважды посещал этот магазин, ни разу ничего там не купил, приветливость персонала проявляется в том, что из магазина не выгоняют.",True,272080,249,True,False,False,False,True,False
1159,"Брянская область, Выгоничский район, Хмелевское сельское поселение",Мираторг,2,Супермаркет;Магазин продуктов,"2 звезды только за чистоту, внутренняя бургерная ужасная, в городе намного лучше. Из минусов : не спрашивают про степень прожарки мяса, пока сам не скажешь, столик протереть это конечно после посетителя ""тяжёлый"" труд, но ладно, зная как там обращаются ужасно с работниками простить можно, но пытаться намахать со стоимостью заказа- это уже перебор.... Были там 30 июня вечером часов 5-6 , прикольно ещё что в чеке стоит продавец мужчина, а стоит женщина 😂😂😂 в общем впечатление ужасное, не рекомендую",True,272362,501,True,True,False,False,False,True
1160,"Краснодар, Ставропольская улица, 202",Ермолино,1,"Магазин продуктов;Продукты глубокой заморозки;Магазин мяса, колбас",Продукция неплохая. Но персонал магазина оставляет желать лучшего. Обслуживают медленно. 2 человека обслуживали одного покупателя 20 минут. ,True,272392,140,True,True,True,False,False,False
1161,"Москва, улица Трофимова, 23, корп. 1",Продукты,1,Магазин продуктов,"Был более-менее нормальный магазин (""Дикси""). Кто-то его ругал как сеть, кто-то как магазин... Кстати, с лета стали проявляться случаи мухлежа на кассе: либо скидку не учтут, либо не так посчитают. Но это претензия не столько к магазину, тем более - к сети, сколько к конкретным людям. Зато сейчас там вообще не понятно что.",True,273028,324,False,True,False,False,False,False
1162,"Московская область, Ступино, переулок Металлургов, 4",Да!,1,Магазин продуктов,"Всё конечно хорошо, но есть одно но, невежливый кассир. Уже 3 раз нам грубят просто ни за что, почему нельзя нормально вежливо сказать или что-то спросить? Хоть тебе и вслед доброго дня желают, но во время покупки такое ощущение будто берешь у нее в долг! Что за отношение к покупателям? В следующий раз не вытерпим, перестанем сюда вообще заходить!",True,273113,349,False,True,False,False,False,False
1163,"Свердловская область, Екатеринбург, улица Бакинских Комиссаров, 113",Магнит,2,Магазин продуктов;Магазин хозтоваров и бытовой химии;Супермаркет,"Рядом живу, стараюсь заходить в этот магазин в последнюю очередь. На продуктах ценников на многих два, в какую цену продают часто сюрприз на кассе! Ощущение, что магазин живет своей ""внутренней"" жизнью среди продавцов и не удивлюсь, что иссякнет здесь потребитель..",True,273125,265,False,False,True,False,False,False
1164,"Тюмень, Мельничная улица, 12",Полянка,1,Магазин продуктов,Цены сильно завышены. 1 раз продали просрок. Напитки из холодильников тëплые. Никому не советую\n,True,273551,97,True,False,False,False,False,False
1165,"Москва, 1-я Ямская улица, 6",Красное&Белое,1,Магазин алкогольных напитков;Магазин продуктов,"Я в принципе  не любитель этого магазина,хотя,некоторые вина там можно купить дешевле!Но вот очень раздражает,что у них очень яркая вывеска,напротив моих окон...не понимаю,зачем она должна гореть всю ночь,т.к.,чаще всего это сеть располагается в жилых домах!",True,273630,258,False,False,False,False,False,True
1166,"Московская область, Наро-Фоминский городской округ, Апрелевка, Апрелевская улица, 79Б",Фермерский дворик,2,Магазин продуктов,"Ценник, как на рынках, ассортимент все меньше и меньше. Год назад был похож на фермерский магазин  теперь даже заходить не хочется. Ещё и нелепая чайхона ((",True,274216,156,False,False,False,True,False,False
1167,"Воронежская область, Семилукский район, село Гремячий Колодезь",Продукты,2,Магазин продуктов,"Плюс один и он заключается в том, что больше здесь магазинов нет и все на этом!\nВернее один хозяин и два павильона: в центре села и на верхней улице! Наверху конечно магазинчик получше и продавец хорошая тетечка😊, а вот в центре работает хамка Марина! Вечно советует на свой вкус🤢🤮только нету у нее вкуса вообще! Обманывает людей и частенько недосчитаешься сдачи!☝️😤 детей обманывает! Просрочки много! Это конечно отдельная тема и оч печальная, ипешник экономит на всем! Все самое дешёвое закупает, а продает дорого!\nМы как дачники оч расстроены!  Раньше было куда лучше! \nКогда работала Ольга, было приятно зайти и даже поболтать, а с нынешней грымзой даже не хочется идти!😔🙅‍♀️",True,274405,682,True,True,False,False,False,True
1168,"Москва, улица Николаева, 3",Ароматный мир,1,Магазин алкогольных напитков;Магазин продуктов,"Единственный плюс это персонал! Маленький выбор напитков, некоторый алкоголь плохого качества, нет продуктов( как например в Бристоль и КБ)",True,274454,139,True,True,False,True,False,False
1169,"Московская область, Ступино, улица Андропова, 26/28",Магнит,1,Магазин продуктов;Магазин хозтоваров и бытовой химии;Супермаркет,"Несколько недель подряд , встречает на кассе жующая жевачку корова . Господи, она мусолит ее так , что зубы в шахматном порядке вот вот покинут ее рот . Жевачка чуть ли не свисает из-за рта . Как же это ужасно . Бываю каждый день в магазине, но как попадаю к ней, это кошмар . Медленная , не опрятная чушка . Магнит, что со стороны магнит косметики . Прошу администрацию магазина принять меры . Это как минимум не красивое поведение продавца \n",True,274494,444,False,True,False,False,False,False
1170,"Москва, Рождественская улица, 11",Перекрёсток,1,Супермаркет;Магазин продуктов,"Пришли с маленьким ребенком в данный магазин, купили небольшое количество продуктов, подходим к кассе, и кассир говорит, что касса не работает, я с ребенком на руках начал забирать пакеты с ленты чтобы перейти на другую кассу. После того, как я собрал пакеты и пошел на другую кассу, к кассе, которая не работает подошла кассир-ассистент и увидев что у меня больше покупок, чем у человека, который стоял за мной, отправила меня с ребенком на руках на другую кассу, а следом начала пробивать уже другому человеку, у которого покупок было меньше.  И касса стала работать дальше. Отвратительное отношение кассира. Зовут эту даму Миртур кызы Гулкайыр",True,274596,646,False,True,True,False,False,False
1171,"Москва, Белореченская улица, 27с1",Сила вкуса,1,Магазин продуктов;Кафе,"Как могли допустить и позволить такое безобразие!!!! Куда смотрит участковый и полиция, может в доле? Вонища, коптят и жарят так что весь район в дыму( Почему не кто не закроет это убогое заведение, почему всё молчат???? Это ужас",True,274697,229,False,False,False,False,False,True
1172,"Калининград, улица Подполковника Емельянова, 215",Виктория,1,Супермаркет;Магазин продуктов,"Ужасная «виктория». Мало выбора, бывает некачественная продукция. Состояние магазина оставляет желать лучшего, ни в какое сравнение с Викторией, которая находится на бульваре Шевцовой…",True,274743,184,True,False,False,True,True,False
1173,"Московская область, Наро-Фоминский городской округ, посёлок совхоза Архангельский, Центральная улица",Магазин продуктов,1,Магазин продуктов,Торговый центр Просторы  это гадюшник там нечего брать и нет нечего хорошего и наконец что скоро откроется большой магазин где нашим жителям можно купить то что он желает и свежее .,True,274908,181,False,False,False,False,False,True
1174,"Ростов-на-Дону, проспект Стачки, 184к3",Магазин продуктов,1,Магазин продуктов,"Очень грубые продавцы, как не зайлу в этот магазин постоянно негатив, работает до 22 на магазине написано, пришел в 21:45 как то, отказали в продаже, ну тогда еще переругался, но своё отстоял, сейчас пригёл элементарно за водой, которую хожу беру у них, в их же бутылках раз в 3 дня, мало того что в очереди отстоял минут 10 дак потом еще бутылка ей не понравилась, хотя это их и была бутылка, больше не ногой в этот ларёк, с очень грубым персоналом!",True,274945,450,False,True,True,False,False,False
1175,"Республика Башкортостан, Уфимский район, село Чесноковка, Парковая улица, 12, корп. 1",Магнит,1,Магазин продуктов;Магазин хозтоваров и бытовой химии;Супермаркет,"Кассиры оочень медленные как сонные мухи, если торопитесь то лучше в другой магазин зайти",True,275276,89,False,False,True,False,False,False
1176,"Москва, Нахимовский проспект, 22",Винлаб,1,Магазин алкогольных напитков;Магазин продуктов,Мальчикам и девочкам за сорок лет пиво продают только по паспорту. Структура!!!!,True,275296,80,False,False,False,False,False,False
1177,"Санкт-Петербург, улица Марата, 54/34",Семишагофф,2,Магазин продуктов,"Один Боооольшой минус этого магазина,Невозможно подойти к прилавкам!все люди толкают друг друга! ОЧЕНЬ мало места!узкие проходы! иногда заставленны товаром!",True,275663,156,False,False,False,False,False,True
1178,"Свердловская область, Серов, улица Карла Маркса, 26",Ермолино,2,"Магазин продуктов;Продукты глубокой заморозки;Магазин мяса, колбас","Была один раз, вроде неплохо но… Товарищ продавец здороваться видно не умеет от слова совсем, все как-то с недовольным лицом обслуживала, даже больше посещать не хочется именно этот магазин.По качеству товаров нареканий нет.",True,275712,224,True,True,False,False,False,False
1179,"Самара, Пензенская улица, 41",Светлячок,1,Магазин продуктов,"Светлячок? Серьёзно? Все, что тут светится, это синие лица посетителей этого заведения, которые спят на ближайших лавочках ",True,275917,123,False,False,False,False,False,True
1180,"Республика Татарстан, Казань, Горьковское шоссе, 49, корп. 1",Светофор,2,Магазин продуктов;Супермаркет,"Светофор в тц на Ямашева-это лабиринт.По всему залу продукция в паллетах.Чтоб добраться до нужного будьте готовы к препятствием . На многих товарах не найти ценника. К сожалению, ушла ни с чем . Наверняка что то интересное было ,но нужно время и терпение это искать ",True,276218,266,False,False,False,False,False,True
1181,"Республика Хакасия, Черногорск, Юбилейная улица, 29",Магнит Семейный,1,Продуктовый гипермаркет;Гипермаркет;Магазин продуктов,"Просьба к руководству :обратить внимание на организацию работу в зале. Простояли 20мин за готовой продукцией. Один парень в отделе, старается, извиняется перед очередью. Нашли администратора в зале, задала вопрос, почему один, народу много, хотим ещё приобрести салаты и другое, нам просто сказали, что вторая на обед ушла, как придёт их будет двое.. Это в наше время так работать??особенно в отделе, где продукты требуют скорейшей реализации! Желания нет приходить в этот магазин. ",True,277190,482,False,True,True,False,False,False
