address,name_ru,rating,rubrics,text,is_grocery,id
"Ростовская область, Батайск, площадь Ленина, 5А",Пятёрочка,5,Супермаркет,"Хорошая пятёрочка. Мне нравится, что я приезжаю туда раз в год, а там всё на своих местах, а не так как в других магазинах всё время всё переставляют, что потом не найдешь",False,251922
"Владимирская область, Ковров, улица Белинского, 15",Пятёрочка,5,Супермаркет,"Здравствуйте.\nДостаточно большой и просторный магазин, не плохая стоянка. Товаров много. \nЕдинственный минус на данный временной период, это северная часть, там не продают уже давно алкоголь, по указанию губернатора из за мобилизованных.",False,251954
"Москва, Большая Семёновская улица, 20",Пятёрочка,5,Супермаркет,"В целом эта Пятёрочка выглядит уже как одна из новых точек. Но с другой стороны некоторые товары я специально ходил и искал вокруг всего магазина. Также замечал уже несколько раз что здесь постоянно работают какие-то промоутеры , которые предлагают банковские карточки совместно с бонусами магазина.",False,251966
"Москва, улица Олеко Дундича, 5",Пятёрочка,5,Супермаркет,"Мой самый посещаемый магазин за последнее время, добросовестные и отзывчивые сотрудники и удобный и аккуратный зал, 10 из 10\n\n",False,252089
"Нижний Новгород, Витебская улица, 46",Пятёрочка,4,Супермаркет,Магазин очень большой для стандартной пятёрочки. Но по крайней мере есть практически всё что нужно в быту или продукты на кухню.,False,252201
"Нижний Новгород, Витебская улица, 46",Пятёрочка,5,Супермаркет,Ассортимент как везде  + выпечка\nПроходы широкие можно смело брать тележку\nАлкаголь в отдельном крыле кто забежал за бутылочкой пивка очень удобно\nНа кассах самообслуживания всегда есть работник. не надо просить кассира с кассы.\nал,False,252202
"Московская область, Балашиха, шоссе Энтузиастов, 32",Пятёрочка,5,Супермаркет,"Отличный магазин, очень близко к дому, удобно расположен, ассортимент как и во всех пятерочках достаточно приличный. Удобная выкладка, в магазине чисто, персонал много кто работает долго. При входе стоят соковыжималка, можно налить свежевыжатый апельсиновый сок, и кофемашина, она правда сейчас не работает, стоит барная стойка с розетками.",False,252268
"Московская область, Балашиха, шоссе Энтузиастов, 32",Пятёрочка,5,Супермаркет,"Очень хороший магазин ,везде чисто, сотрудники вежливые, ассортимент продуктов большой, мне очень нравятся 👍",False,252269
"Рязань, Вокзальная улица, 51А",Пятёрочка,5,Супермаркет,"Удобное расположение вблизи дороги есть небольшая парковка очень удобно идущим на электричку приобрести товары в дорогу, вежливый персонал всегда все подскажут что где найти все товары хлеб молоко фрукты овощи всегда все свежее замороженное не перемороженное холодильники не текут очень много разных акций что сильно экономит бюджет каждый раз там закупаюсь продуктами идя на электричку",False,252333
"Воронеж, Газовая улица, 5/1",Пятёрочка,5,Супермаркет,"Качество товара супер, продавцы вежливые, кассовые зоны всегда чистые, и главное не далеко от домов! Советую этот магазин и для работы и для покупок",False,252343
"Республика Татарстан, Казань, улица Рашида Нежметдинова, 2А",Пятёрочка,1,Супермаркет,"Не прошла оплата по карте , оставили товар на кассе. Сотруднице померещилось что вышли с неполаченым товаром , вернулись показали что все на месте ,никто не пытался вынести что-либо! Сотрудникам можно быть чуть тактичнее! ",False,252370
"Самарская область, Жигулёвск, Транспортная улица, 4",Пятёрочка,5,Супермаркет,Хороший магазин. Большой ассортимент. вежливые сотрудники. Но часто большие очереди.,False,252392
"Самарская область, Жигулёвск, Транспортная улица, 4",Пятёрочка,5,Супермаркет,Любимый магазин. Всё свежее. В магазине чисто. Круглосуточный!,False,252393
"Пермский муниципальный округ, село Лобаново, Центральная улица, 28",Пятёрочка,1,Супермаркет,"Уважаемые господа. У вас ценник должен отражать реальную стоимость товара, а скидка по вашей карточке, это на кассе. А то вы унижаете на кассе людей, когда продавец становится крайним, из-за того, что отбивает товар по реальной цене, когда у покупателя нет вашей карты. Продавцы не виноваты. Это ваша политика.",False,252405
"Самара, улица Мира, 10",Пятёрочка,5,Супермаркет,"Магазин нравится, правда всегда очень много народу и не хватает кассиров. \nАссортимент большой , но детских товаров, все же, маловато. \nПросроченные товары не замечала.",False,252417
"Самара, улица Стара Загора, 84",Пятёрочка,4,Супермаркет,"Нормальная пятерочка. Может немного тесновато. Но так есть всё и на все случаи жизни. Трудно уйти без покупок. Газеты, правда, там очень дорогие и пакеты скоро по стоимости станут признаком достатка. Будем как в конце СССР ходить с пакетами с символикой пятерочки и понтоваться. ))",False,252534
"Московская область, городской округ Балашиха, село Новый Милет, 3В",Пятёрочка,5,Супермаркет,"Всё хорошо, витрины полные, персонал приветливый. Много свободных парковочных мест.\nРасположение магазина очень удобное.\nВнутри есть ""разливуха"" и выпечка с доставкой.",False,252568
"Ставрополь, проспект Юности, 15А",Пятёрочка,5,Супермаркет,"Персонал хороший, учитывая текучку уровень не меняеться , держится на уровне любезность, учитывая с каким контингентом приходиться общаться персоналу. Выбор товаров хороший, все что надо есть каких то изысков вы не найдёте. Качество эконом класса, без премиума. Чисто в этом никогда проблем думаю не будет в магазинах данного типа. Скидки есть всегда и это очень радует. Расположение удобное и парковка есть. Очередей не бывает",False,252671
"Калужская область, Козельск, улица Чкалова, 52",Пятёрочка,5,Супермаркет,"Когда едим в Козельск (по работе) всегда заезжаем в этот магазин купить что-нибудь на обед. Коллектив в магазине молодой, работают с энтузиазмом. На кассе продавц всегда  спросит - нужен ли Вам цек или пакет. Предложит товар по скидке. Мило улыбнётся , и Ваш день, как по волшебству, пройдёт в работе быстро и незаметно.",False,252681
"Рязанский район, Заборьевское сельское поселение, село Заборье, Советская улица, 8А",Пятёрочка,1,Супермаркет,"Люблю этот магазин, там очень приветливые продавцы, которые всегда подскажут , что и где находится, НО был шокирован, когда увидел администратора в нетрезвом состоянии, я думаю, что вышестоящие люди должны решить этот вопрос и наказать этого некомпетентного работника. Хожу в этот магазин часто, и очень надеюсь, что этот случай не останется безнаказанным.",False,252712
"Нижегородская область, Кстовский муниципальный округ, сельский посёлок Культура, Изумрудная улица, 2А",Пятёрочка,5,Супермаркет,"Мой любимый магазин рядом с домом.Большая парковка. Работают всегда несколько касс.Продавцы вежливые,всегда предложат товар по акции.Есть детские тележки,детская игровая зона(небольшая,но достаточно чтобы завлечь ребенка пока выбираешь продукты).Ценники всегда вовремя поменены,сроки в норме.",False,252736
"Курган, улица Бурова-Петрова, 60",Пятёрочка,3,Супермаркет,"Красная рыба, какую бы не покупала (семга, форель) от разных брендов всегда воняет одинаково! С привкусом болотины!!! Вообще не похожа на красную рыбу!  Поменяйте поставщиков может быть или что-то, ну есть невозможно, причем по сроку годности она нормальная. Остальное все супер!",False,252760
"Курган, улица Бурова-Петрова, 60",Пятёрочка,4,Супермаркет,"Нормальная пятерочка, свежая выпечка, хороший ассортимент, единственная проблема мало кассиров и в связи с этим очереди на кассу!\nЛучше посещать днем покупателей меньше",False,252761
"Псков, исторический район Лопатино, Боровая улица, 13",Пятёрочка,5,Супермаркет,"Добрый день! Мне нравиться этот магазин что он расположин рядом с домом, нравиться персанал самый вежливый.В магазине всё есть что тебе хочеться купить, самый удобный магазин возле дома.И директор самый любимый, я там работала очень хороший. ",False,252945
"Краснодарский край, Сочи, улица Декабристов, 167Г",Пятёрочка,5,Супермаркет,"Очень комфортно, красиво, отличный отдых и грамотный персонал. Огромная благодарность хозяйке Марине Анатольевне !!!!!!\nОбязательно будем останавливаться только в Сан -Мари !!!!! 👍👍👍😀",False,252950
"Санкт-Петербург, Колпино, проспект Ленина, 65",Пятёрочка,3,Супермаркет,"Персонала тут конечно не хватает, однако этот персонал очень отзывчивый и всегда поможет.\nСкидки и акции всегда присутствуют.\nНехватает кассы самообслуживания, когда очередь на одной кассе более 5 тележек.\nЗато продукты всегда свежие!)",False,253287
"Краснодарский край, Геленджик, улица Островского, 147",Пятёрочка,5,Супермаркет,"Хороший магазин, широкий ассортимент, качество товаров тоже соответствует, выпечка всегда свежая, персонал приветливый, расположение магазина тоже удобное; удобная вещь кассы самообслуживания.",False,253492
"Краснодарский край, Геленджик, улица Островского, 147",Пятёрочка,5,Супермаркет,"Всегда заезжаю после заправки авто.Приятный и внимательный персонал,ослуживание. Нравится ассортимент,и особенно хороша выпечка,а уж ржаной хлеб просто превосходен!!!",False,253493
"Краснодарский край, Геленджик, улица Островского, 147",Пятёрочка,1,Супермаркет,"Отвратный персонал и сама пятёрочка набрали молодых безответственных грубиянов , кофемашина постоянно не работает или грязная молоко вечно разбрызгивается на весь коридор)))витрины так же не в лучшем виде , хожу в пятёрочку ниже по Островского хоть она и дальше",False,253494
"Московская область, Балашиха, проспект Ленина, 25",Пятёрочка,1,Супермаркет,"Добрый день. Хочу оставить отзыв на доставку в пятерке! Сегодня был заказ в доставке, из всего курьер доставил один пакет с 4 мы наименованиями продуктов. Плюхнул пакет и убежал. Плюс ещё один пакет с продуктами был чужой( кто то тоже остался без продуктов). Позвонив в техподдержку, Я услышала,что со мной свяжутся в течение дня. Притом,что в заказе были молочные продукты!!! Я сказала,что мне не нужны молочные изделия после поездки в машине в несколько часов!!!! На что оператор ответила,что ничего не знает и ничем помочь не может!!  Просто отвратительный сервис,служба доставки непонятно зачем сидит на своих местах! Это уже не первый раз, когда я сталкиваюсь с подобной ситуацией. Все курьеры не русскоговорящие, непонятно ,что они хотят и как с ними общаться?!",False,253527
"Пермь, Псковская улица, 1",Пятёрочка,5,Супермаркет,"Есть все. Очень удобно, что все продукты в одном месте. Цены хорошие. Часто проводятся акции на продукты. А главное, сам магазин по пути.\n",False,253640
"Москва, улица Исаковского, 8, корп. 4",Пятёрочка,4,Супермаркет,"Небольшой магазин шаговой доступности, ассортимент среднего наполнения (что в данном случае некритично), в торговом зале порядок, иногда бывает несоответствие либо отсутствие ценников на товар. В целом магазин неплох и пользуется популярностью у местного населения.",False,253718
"Москва, улица Исаковского, 8, корп. 4",Пятёрочка,5,Супермаркет,"Удобное расположение в жилом квартале, приветливый персонал. Все есть что нужно.",False,253719
"Ставропольский край, Георгиевск, улица Тургенева, 15",Пятёрочка,5,Супермаркет,"Очень нравится всегда свежая выпечка, продавцы всегда доброжелательные и вежливые. Каждый день хожу туда, всем рекомендую. Очень удобно наличие банкомата в магазине",False,253741
"Москва, улица Седова, 13А",Пятёрочка,5,Супермаркет,Самая любимая пятёрочка! Хожу с удовольствием.... Всегда помогут и подскажут что лучше....с улыбкой встречают с улыбкой провожают! Советую всём.... Девченки мои любимые дай вам бог здоровья и терпения. Вы самые лучшие!!!! ,False,253889
"Нижний Новгород, улица Василия Иванова, 35Б",Пятёрочка,4,Супермаркет,Для своего района хороший магазин .персонал хорлший не навязчивый .асортимент на троечку   чистенько на кас се добрые  люди  очередей нет .,False,253977
"Краснодарский край, Сочи, жилой район Адлер, улица Ульянова, 20",Пятёрочка,5,Супермаркет,"Маркет хороший, чистый. Девчонки на кассе умнички очень приветливые!",False,253996
"Ульяновская область, Барыш, улица Молчанова, 4А",Пятёрочка,5,Супермаркет,Очень вежливый персонал!👍\nХорошо что сделали там выпичку),False,254055
"Ханты-Мансийский автономный округ, Югорск, улица Менделеева, 27Б",Пятёрочка,5,Супермаркет,Уровень большого города))) мне понравилось.,False,254222
"Воронеж, Волгоградская улица, 49",Пятёрочка,5,Супермаркет,"Часто посещаю этот магазин все цены всегда актуальны всегда чисто нет больших очередей так как девчонки работают быстро и слажано!!!\nОсобенно хотелось бы отметить прадовца Юлию всегда выслушает, поможет приятно общаться с таким персоналом)",False,254235
"Свердловская область, Екатеринбург, Просторная улица, 91",Пятёрочка,5,Супермаркет,"Лучший из Пятерочек, которые рядом",False,254446
"Нижегородская область, Павлово, улица Куйбышева, 16",Пятёрочка,5,Супермаркет,"Хороший магазин, большой выбор , удобное расположение ! Товары свежие, продавцы приветливые! Рекомендую!",False,254627
"Калининградская область, Светлогорск, улица Динамо, 10",Пятёрочка,5,Супермаркет,"Пятерочка молодцы ! Очень прекрасный магазин открыли , чисто , свежая выпечка 🥐, кассы самообслуживания и прекрасные Фрукты . Замёрзли поднялись с променада а там у отдела даже микроволновку поставили и мы согрелись свежим кофе с выпечкой . ",False,254733
"Вологодская область, село Тарногский Городок, улица Кирова, 17",Пятёрочка,5,Супермаркет,"Всегда вежливый, доброжелательный персонал, удобное расположение  и график работы магазина, большой ассортимент товаров, частые приятные акции и скидки.",False,255058
"Свердловская область, Екатеринбург, улица Репина, 95",Пятёрочка,4,Супермаркет,"Родная пятёрочка у дома родителей, чисто, удобно, привычно, есть вроде как самое необходимое. Цены приемлемые, персонал уже много раз поменялся, вроде все хорошие. Почему не 5 маловато товаров моего потребления. Иногда есть запах неприятный в некоторых отделах.",False,255079
"Ивановская область, Кинешма, улица Щорса, 64А",Пятёрочка,5,Супермаркет,"Знакомый мне магазин ,коллектив приветлив ,товар хорошо выложен ,все чисто ",False,255107
"Московская область, Красногорск, микрорайон Опалиха, улица Мира, 5",Пятёрочка,5,Супермаркет,"Добрый вечер! Хороший магазин и все отлично и отлично , и с персоналом и с тваром для такого маленького. Некоторые пишут про отвратительный персонал и наличие КСО-где только взяли(наверное ошиблись магазином), а некоторые про магазин ""живой рыбы"", который совсем не "" Пятерочка"", написали и забыли, а рейтинг подпортили🤦‍♀️😜😃😃",False,255277
"Московская область, Красногорск, микрорайон Опалиха, улица Мира, 5",Пятёрочка,1,Супермаркет,"Отвратительное отношение персонала, особенно кассирши , которая перепутала место работы с рынком. (Та,что сидит у входа) Где обычно все кричат, торгуются и строят надменные гримасы.  Почему-то у Данной персоны никогда не работает карта лояльности. Лично мне она в грубой форме сказала , что я должна носить пластиковую карточку, а не телефон. Другим же людям она вешала другую лапшу на уши. В итоге вранье её дошло до того, что оказывается карточки вообще не используют . Странно, что в кассах самообслуживания карты работают. Кстати, детки, подростки , юные люди, хотите купить сигарет? Вам к ней, мадам так занята хабальством, что не спросит паспорт. А когда её спросят, почему она это делает, начинает нести чушь и прикрываться какими-то правами. Позор магазина не только срач среди рядов, полок, на кассах  , но и эта женщина, баба, бабище.  ",False,255278
"Омск, Нефтезаводская улица, 18",Пятёрочка,5,Супермаркет,Персонал хороший девочки понемающие всегда подскажут помогут вот только есть одна проблема у них с яблоки фасовоными всегда попадают гнилые а так магазин не плохой акции скидки всё есть .,False,255317
"Санкт-Петербург, проспект Космонавтов, 54",Пятёрочка,4,Супермаркет,"Очень удобное расположение. Мимо не пройдёшь.\nИдёшь с работы, купил пельменей, пива. Поужинал по-королевски.\nВыбор товаров обычный, на стол собрать хватит. Шоколадку ребенку, жене свеклы на салат.\nСамообслуживание, огонь что его добавили! Никакая ""Галечка"" тебе уже не нахамит.\nИз минусов - бывает грязновато, весной, осенью. Ну и тесно. Ну а что вы хотели, не в музей пришли. Пакет брать будете?",False,255436
"Санкт-Петербург, проспект Космонавтов, 54",Пятёрочка,5,Супермаркет,"Небольшой магазин. Но основной ассортимент в наличии. Сегодня видела, что устанавливают пекарню — будет горячая выпечка) Здорово! Есть кассы самообслуживания. Девчонки в торговом зале приветливые. Рекомендую.",False,255437
"Ярославская область, Рыбинский район, село Глебово, Рыбинская улица, 52",Пятёрочка,5,Супермаркет,"Для посёлка отличный магазин в полне приличные цены,всё чисто аккуратно.\nПерсонал хороший все вежливые и добро желательные всем спасибо.",False,255484
"Краснодарский край, Геленджик, улица Дружбы, 1",Пятёрочка,5,Супермаркет,"Удобное расположение, отличный ассортимент, особенно порадовала кофейня самообслуживания, возле касс) ну и конечно этот вид через дорогу... Кстати, что не понравилось, это подростки, видимо на подработке, не стесняясь разговаривали матом, помогая мне на кассе самообслуживания",False,255537
"Краснодарский край, Сочи, Львовская улица, 38Б",Пятёрочка,5,Супермаркет,"Персонал вежливый, выбор товаров огромный, чистота в зале, очереди особой нет кассиры работают проффесионально.... Акции... Парковка есть.",False,255588
"Ростовская область, Азовский район, Кагальницкое сельское поселение, село Кагальник, Пролетарская улица, 50К",Пятёрочка,4,Супермаркет,"Неплохой магазинчик, хоть и не большой ассортимент товаров. ",False,255696
"Республика Татарстан, Казань, улица Островского, 31",Пятёрочка,5,Супермаркет,"Средний ценовой магазин, в ценре города. Удобно расположен и для малочисленных жителей центра города, и для большого числа гостей Казани.  Гостиницы, хостелы и   прогулочные маршруты, всё рядом с Пятёрочкой. Немного маловата площадь магазина и товар расположен плотненько и компактно, но все что необходимо, приобрести можно. Сотрудники магазина,  быстро заполняют освободившиеся места на полках и выкладывают товар. Персонал вежливый, вопросы  по качеству и замены товаров, решаются .",False,255739
"Республика Башкортостан, Белебей, улица Революционеров, 1",Пятёрочка,5,Супермаркет,"Большое спасибо ,за хорошую работу,обслужевание.Галине Александровне особое спасибо за понимание и помощь",False,255773
"Новосибирск, улица Бориса Богаткова, 191",Пятёрочка,5,Супермаркет,"Магазин хороший.свежая выпечка,свежие овощи и фрукты всегда.мне нравиться.все что надо ,все есть.",False,255777
"Владимир, улица Энергетиков, 27Б",Пятёрочка,5,Супермаркет,"Отличный магазин. Светло, просторно, чисто. Персонал вежливый, всегда готов помочь сделать выбор.разнообразие скидок и акции. Расположение  рядом с остановкой общественного транспорта. А вот с парковкой для автомобилей - беда. Места маловато.",False,255828
"Владимир, улица Энергетиков, 27Б",Пятёрочка,3,Супермаркет,"Хожу туда часто, продукты хорошо упакованны, нарушений со сроком годности нету, но часто бывают большие очереди и открыта только одна касса",False,255829
"Владимир, улица Энергетиков, 27Б",Пятёрочка,5,Супермаркет,"Персонал5+, ассортимент разложено на уровне, всегда второй кассир отзывается быстро. Всё на уровне!",False,255830
"Ленинградская область, Ломоносовский район, Русско-Высоцкое сельское поселение, село Русско-Высоцкое, 26",Пятёрочка,4,Супермаркет,"Новое помещение \nВсе чисто ассортимент стал больше,появился горячий отдел и кассы самообслуживания \n-1 балл за отсутствие банкомата (он нужен)",False,255859
"Ленинградская область, Ломоносовский район, Русско-Высоцкое сельское поселение, село Русско-Высоцкое, 26",Пятёрочка,5,Супермаркет,"Большой и удобный магазин, есть все что нужно, вежливые и отзывчивые продавцы, есть касса самообслуживания что очень облегчает и ускоряет оплату",False,255860
"Москва, Краснодарская улица, 29Д",Пятёрочка,5,Супермаркет,"Хочу оставить отзыв о данном магазине пятерочка.\nСотрудники магазина очень вежливые и приветливые.никогда не бывает очередей.магазин светлый ,чистый.\nНикаких нареканий по данному заведению нет.очень часто закупаюсь именно в этом магазине.рекомендую.оценка 5+",False,255870
"Ямало-Ненецкий автономный округ, Новый Уренгой, район Южная Жилая Часть, микрорайон Оптимистов, 3, корп. 1",Пятёрочка,5,Супермаркет,"Очень доволен работой этого магазина сети ""Пятёрочка""! Профессионально грамотный и вежливый персонал! Особенно восхищен работой продавцов! Молодцы! Так держать! Всегда хожу в этот магазин!",False,255889
"Архангельск, улица Красной Звезды, 3",Пятёрочка,5,Супермаркет,"Очень хороший магазин. Всегда чисто, приятно находится в нем. Выбор продуктов превосходный. Всегда нахожу все, что мне нужно. Персонал вежливый и всегда готов помочь с выбором. ",False,255936
"Тверь, улица Ерофеева, 6А",Пятёрочка,5,Супермаркет,"Магазин нравится своим широким ассортиментом. Просторно, светло и чисто, в наличии есть все, что нужно и даже больше. Наличие регулярных акций тоже радует. Персонал приветливый и вежливый,стараются не создавать очередей в кассе.",False,255971
"Свердловская область, муниципальное образование Екатеринбург, посёлок Шабровский, улица Ленина, 14",Пятёрочка,4,Супермаркет,"В посёлке три крупных сетевых магазина ""Монетка"", ""Пятерочка"", ""Магнит"" и есть частные небольшие магазинчик. В Пятерочке очень доброжелательные продавцы, товар не всегда хорошего качества и достаточного количества, но всё необходимое имеется.",False,256010
"Самара, улица Мориса Тореза, 13А",Пятёрочка,5,Супермаркет,"Хороший магазин. Чистый. Вежливые продавцы. Звезду сняла за сегодня, после работы зашла, а половина магазина сияет чистыми полками. Я понимаю, поздно уже, время к закрытию, но почему люди идущие с работы после 20.00 не могут купить что то. Нет ни мясных продуктов, ни масла... да честно говоря нет ничего из того, чтоб приготовить поесть и взять с собой утром на работу. Это первая ""пятёрочка "", которая меня поразила. Может сегодня день какой нибудь распродажи. Может это редкость, но вот так мне сегодня повезло, что пришлось идти за тридевять земель в круглосуточный ""перекрёсток "".\nА в целом магазин замечательный.",False,256075
"Самара, улица Мориса Тореза, 13А",Пятёрочка,1,Супермаркет,"Хожу в эту пятерку в неделю 2-3 раз. Сегодня пошел , оплатил на кассе самообслуживания .Начал выходить, на выходе меня  остановили , администратор наверно и непонятный человек ( может охранник , потому-то был в обычной одежде ) показали фото каких то молодых людей, которые на меня не капли не похожи . Я шел с работы очень уставший и стоял с тяжелым пакетом , наехали на меня а может вы в сумке что то не оплачиваемое прочите , я конечно понимаю что я не должен открывать сумку потому что они не кто , и могу ее открыть когда полиция приедет . Но я так хотел домой  что я открыл они посмотрели администратор ушел не извинился , а этот непонятный человек извинился конечно . Но осадок остался !!! ",False,256076
"Москва, Бескудниковский бульвар, 57, корп. 1",Пятёрочка,5,Супермаркет,Очень хороший магазин вежливый персонал \nЧистый магазин удобный ход магазина рядом с домом спасибо за вашу работу вы лучше в никулинском👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,False,256083
"Москва, улица Красного Маяка, 3, корп. 1",Пятёрочка,3,Супермаркет,"Был в этлм магазине неоднократно, все было хорошо до предпоследнего посещения, на кассе кассир при обслуживании не поздоровалась(молодая девушка, азиатской или кавказской внешности) разговаривала с другим человеком, когда начала со мной общение не слышала мои слова примоем повторении стала возмущаться моим тоном которым я повторил свою просьбу, надо добросовестно исполнять свои обязанности!",False,256376
"Москва, Боровая улица, 16",Пятёрочка,5,Супермаркет,Все классно. Начиная от директора и заканчивая кассирами. Все дружелюбные. Отзывчивые. Как приходишь в магазин настроение поднимается. Так держать. Молодцы,False,257433
"Рязань, район Песочня, улица Новосёлов, 10",Пятёрочка,5,Супермаркет,"Рядом с домом, удобно, все люди хорошие",False,258732
"Липецк, улица 8 Марта, 9",Пятёрочка,1,Супермаркет,"Зашла в магазин, чтобы купить воду, купила две бутылки и пошла на улицу, за мной побежала женщина (сотрудница магазина, судя по бейджику) с криками: «Эй, слышь, стой!», и вопросом, оплатила ли я эту воду, в крайнем удивлении от ее фразы и всей ситуации в целом, я просто даже слов не нашла, чтобы ответить. Учите сотрудников не относиться к молодым людям предвзято, тем более, если они зашли купить водички. Спасибо!",False,259151
"Липецк, улица 8 Марта, 9",Пятёрочка,5,Супермаркет,"Живу рядом и часто посещаю магазин.Персонал и кассиры всегда вежливы,выкладка товара хорошая,продукты всегда свежие.Выпечка всегда на высоте.Так держать!",False,259152
"Тамбов, улица Чичерина, 19",Пятёрочка,5,Супермаркет,"Хороший магазинчик.  Хожу туда частенько. Персонал там как и везде,приветливый,выбор товара хороший,акции, скидки. А самое главное кассы самообслуживания, чтобы в очереди не стоят.",False,260821
"Республика Адыгея, Тахтамукайский район, посёлок городского типа Яблоновский, Шоссейная улица, 63, корп. 14",Пятёрочка,3,Супермаркет,"Обычная пятëрочка, персонал с 2021 поменялся глобально, раньше было лучше, нету шкафчика для вещей, из плюсов кассы самообслуживания, хотелось бы чтобы была пекарня, как и в большинстве других пятёрочек ",False,261387
"Москва, улица Героев Панфиловцев, 39, корп. 1",Пятёрочка,5,Супермаркет,Магазин хороший. Персонал дружелюбный. Акция оформлена товар на полках выставлен ценники правильные. Овощи и фрукты свежие. Гастроном супер. Буду всегда ходить в этот магазин. Очередей нет. Качество товаров хорошее,False,261494
"Москва, улица Бутлерова, 24",Пятёрочка,4,Супермаркет,"Хорошая пятёрочка, часто заходим за свежей выпечкой, вкусные круасаны с миндалём, чисто и хорошие продавцы КРОМЕ Уборщицы, которая убираясь чуть ли не завалила клиента - меня и при этом не извинилась, а наехала сказав чего под ногами типо лазию... Была в шоке... Навешала на меня высказываний типо куда  смотрю и т. д. При условии что я и так минуты 2 ждала за её спиной когда она закончит мыть чтобы взять бананы... В общем остался асадок... Если есть возможность провести с ней беседу... Спасибо.",False,261499
